"Nom du lieu ou du projet";"Fiche agence liée";"Titre affiché";Adresse;Coordonnées;"Interior Designers";"Points of Interest";"Design events";"Design point of sales";"Année projet";"Description projet";"Date du vernissage";"Heure de vernissage";"Date de début de l'exposition";"Date de fin de l'exposition";"Site web du projet";"Crédits photo";"Photos du projet"
"Maison Pouenat Holly Hunt NycA&D Building 150 East 58th Street New York, NY 10155CANADA, SOUTH HILL HOME";;"Holly Hunt Nyc";"A&D Building 150 East 58th Street New York, NY 10155CANADA, SOUTH HILL HOME";"40.7611177, -73.9681954";;;;"Maison Pouenat";;;;;;;;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1672051714.jpg
"Franklin Azzi Architecture Tour RHV Allées Robert Delmas 10000 Dakar Senegal";"FRANKLIN AZZI ARCHITECTURE";"Tour RHV";"Allées Robert Delmas 10000 Dakar Senegal";"14.6724369, -17.432134";;Office;;;2015;"The future project Amsa has a foothold in the urban fabric of the historic district, between the station and the Independent Square, not far from City Hall. His great height (25 levels) imposes such an emblematic building development that knows the business district of Dakar. Taking advantage of its strategic location, the Crystal Tower is elegantly prismatic shape with offset games - plastic, structural, environmental - resulting in urban and programmatic data. Buoyed by the rationalism of the formal structure and plastic architecture, the project is also based on the importance of the story. Born to a geographic context and a specification that it has complied, we chose to baptize Cristal Tower, which it is important not to underestimate the power of evocation: it is from this word, both symbolic identifiable appropriated, unifying, that will be born a story around which the various parties can be stored without affecting the overall coherence.";;;;;http://www.franklinazzi.fr/en/projects/tour-rhv-dakar-73614f86-d16f-4072-a428-032481cbf51a;"©Franklin Azzi Architecture";http://map.lefrenchdesign.org/sites/default/files/photos/FAA_AMSA_DAKAR_palce%20ind%C3%A9pendance_%C2%A9FAA.jpg
"Franklin Azzi Architecture EP Yaying Furniture DesignInternational concept";"FRANKLIN AZZI ARCHITECTURE";"EP Yaying Furniture Design";"Shanghai Yaheng Fashion Co, Ltd N. 6 9, Lane 890 Hengshan Road Hengshanfang Shanghai China";"31.196238, 121.439548";;Retail;;;2021;"Franklin Azzi Design, in collaboration with fashion designer Serge Ruffieux, has designed and developed an exclusive collection of furniture around the MINIMAL/MAXIMAL concept for the Chinese ready-to-wear brand EP YAYING. The raw beauty of the materials, such as jade and concrete, combines with the elegance of lacquer work and embroidery. Between the association of rough and smooth surfaces, matte and gloss colors, the traditional mixing of materials of Chinese craftsmanship, the boutiques reveal their singularity in a play of contrasts between stark simplicity and maximalism. Artistic collaboration: Serge Ruffieux, fashion designer";;;;;http://www.franklinazzi.fr/en/projects/ep-yaying-furniture-design;"©Franklin Azzi Design + Matjaz Tancic";"http://map.lefrenchdesign.org/sites/default/files/photos/MAT_4516_1_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/DSCF8430_TIAN%20FANGFANG_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/MAT_4777_MODIF_BD.jpg"
"Franklin Azzi Architecture EP YAYING SHANGHAIShanghai Yaheng Fashion Co, Ltd N. 6 9, Lane 890 Hengshan Road Hengshanfang Shanghai China";"FRANKLIN AZZI ARCHITECTURE";"EP Yaying Shanghai";"Shanghai Yaheng Fashion Co, Ltd N. 6 9, Lane 890 Hengshan Road Hengshanfang Shanghai China";"31.196238, 121.439748";;Retail;;;2021;"The Chinese brand EP YAYING called on Franklin Azzi to design the new architectural concept of Shanghai, Jiaxing, New York's flagships, and an architectural bible to deploy the brand in 300 international stores. Reflecting the approach of the iconic label in the revival of luxury goods and Chinese heritage – the name EP YAYING means ‘pledge of quality’ – Franklin Azzi drew from Oriental cultural references and know-hows to design a minimal/maximal concept. This approach resulted in a program of spaces dedicated to experimentation and strolling, cultivating oxymoron in every detail, and evolving uniquely with each new store. The architecture of the boutiques - in both new and existing buildings - focuses on transparency, openness to the outdoors and integration of nature. The space dedicated to the brand joins the public space in a principle of fluid urbanity. The raw beauty of the materials, such as jade and concrete, is combined with the elegance of lacquer work and embroidery. The boutiques reveal their singularity in a play of contrasts between stark simplicity and maximalism, between the association of rough and smooth surfaces, matte and gloss colors and the traditional mixing of materials of Chinese craftsmanship. From floor to ceiling, through the furniture and changing rooms designed as transition and exhibition spaces in dialogue with the overall scheme, an unusual journey was designed, composed of aesthetic and sensorial resonances. A means for the architect to bring modernity and craftsmanship into dialogue in an original approach that sees each new EP YAYING boutique as a unique venue. Artistic collaboration: Serge Ruffieux, fashion designer Awards: Architizer A+ Awards 2022, finalist in the Retail category Dezeen Awards 2022, longlisted in the Large Interior Retail category Frame Awards 2022, nominee";;;;;http://www.franklinazzi.fr/en/projects/ep-yaying-hengshanfang;"©Matjaz Tancic + Franklin Azzi Architecture";"http://map.lefrenchdesign.org/sites/default/files/photos/MAT_3789_R3_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/MAT_4401_R4_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/MAT_3552_R3_BD.jpg"
"Franklin Azzi Architecture EP YAYING NYC One American Dream Way, NJ07073 New Jersey, East Ruherford, États-Unis";"FRANKLIN AZZI ARCHITECTURE";"EP Yaying NYC";"One American Dream Way, NJ07073 New Jersey, East Ruherford, États-Unis";"40.8107589, -74.0672063";;Retail;;;2022;"Faithful to his passion for creative encounters and collaborations, Franklin Azzi has united his vision with that of fashion designer Serge Ruffieux to establish a new architectural concept and architectural bible for Chinese high-end brand EP YAYING. Reflecting the approach of the iconic label in the revival of luxury goods and Chinese heritage – the name EP YAYING means ‘pledge of quality’ – Franklin Azzi drew from Oriental cultural references and know-hows to design a minimal/maximal concept. This approach resulted in a program of spaces dedicated to experimentation and strolling, cultivating oxymoron in every detail, and evolving uniquely with each new store. The raw beauty of the materials, such as jade and concrete, is combined with the elegance of lacquer work and embroidery. The boutiques reveal their singularity in a play of contrasts between stark simplicity and maximalism, between the association of rough and smooth surfaces, matte and gloss colors and the traditional mixing of materials of Chinese craftsmanship. From floor to ceiling, through the furniture and changing rooms designed as transition and exhibition spaces in dialogue with the overall scheme, an unusual journey was designed, composed of aesthetic and sensorial resonances. A means for the architect to bring modernity and craftsmanship into dialogue in an original approach that sees each new EP YAYING boutique as a unique venue. """;;;;;;"©Franklin Azzi Architecture + Matjaz Tancic";"http://map.lefrenchdesign.org/sites/default/files/photos/FRANKLIN%20AZZI_EP%20YAYING_Vue01_HD_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/MAT_4861_MODIF_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/MAT_4313_MODIF_BD.jpg"
"Franklin Azzi Architecture EP Yaying Jiaxing2029 Changsheng Middle Road Jiaxing City, Zhejiang Province, Shanghai China";"FRANKLIN AZZI ARCHITECTURE";"EP Yaying Jiaxing";"2029 Changsheng Middle Road Jiaxing City, Zhejiang Province, Shanghai China";"30.77281, 120.71577";;Retail;;;2022;"The Chinese brand EP YAYING called on Franklin Azzi to design the new architectural concept of Shanghai, Jiaxing, New York's flagships, and an architectural bible to deploy the brand in 300 international stores. Reflecting the approach of the iconic label in the revival of luxury goods and Chinese heritage – the name EP YAYING means ‘pledge of quality’ – Franklin Azzi drew from Oriental cultural references and know-hows to design a minimal/maximal concept. This approach resulted in a program of spaces dedicated to experimentation and strolling, cultivating oxymoron in every detail, and evolving uniquely with each new store. The architecture of the boutiques - in both new and existing buildings - focuses on transparency, openness to the outdoors and integration of nature. The space dedicated to the brand joins the public space in a principle of fluid urbanity. The raw beauty of the materials, such as jade and concrete, is combined with the elegance of lacquer work and embroidery. The boutiques reveal their singularity in a play of contrasts between stark simplicity and maximalism, between the association of rough and smooth surfaces, matte and gloss colors and the traditional mixing of materials of Chinese craftsmanship. From floor to ceiling, through the furniture and changing rooms designed as transition and exhibition spaces in dialogue with the overall scheme, an unusual journey was designed, composed of aesthetic and sensorial resonances. A means for the architect to bring modernity and craftsmanship into dialogue in an original approach that sees each new EP YAYING boutique as a unique venue. Artistic collaboration: Serge Ruffieux, fashion designer Awards: Architizer A+ Awards 2022, finalist in the Retail category Dezeen Awards 2022, longlisted in the Large Interior Retail category Frame Awards 2022, nominee";;;;;http://www.franklinazzi.fr/projets/ep-yaying-jiaxing;"©Schran Image  + Tian FangFanf";"http://map.lefrenchdesign.org/sites/default/files/photos/IMG_2198_final_SCHRAN%20IMAGE_bd.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/DSCF8768_TIAN%20FANGFANG_bd.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/FRANKLIN%20AZZI_2282_HD_SCHRAN%20IMAGE_bd.jpg"
"Franklin Azzi Architecture ""Merci Alvar"" LampCopenhague, Danemark";"FRANKLIN AZZI ARCHITECTURE";"""Merci Alvar"" Lamp for Isabel Marant";"Christian IX'S, Gade B, Kobenhaven 1111 Copenhague Denmark";"55.6820643, 12.5811395";;Retail;;;2015;;;;;;http://www.franklinazzi.fr/en/projects/isabel-marant-merci-alvar-lamp;"©Franklin Azzi Design";http://map.lefrenchdesign.org/sites/default/files/photos/FAA_IM_COPENHAGUE_r%C3%A9alisation_%C2%A9DR_5_ALVAR%20MODIF_bd.jpg
"Franklin Azzi Architecture Armchair and bench, Isabel MarantCopenhague, Danemark";"FRANKLIN AZZI ARCHITECTURE";"Armchair and bench for Isabel Marant";"Christian IX'S, Gade B, Kobenhaven 1111 Copenhague Denmark";"55.6820643, 12.5807395";;Retail;;;2015;"The designing of Isabel Marant’s unique furniture is directly inspired from the 50s furniture design and is tribute to the first modernists. This project required designing and manufacturing three prototypes. The wood details work, and the assembly of the armchair and bench required close cooperation between Franklin Azzi Design and a local cabinetmaker.";;;;;http://www.franklinazzi.fr/en/projects/isabel-marant-armchair-and-bench;"©Franklin Azzi Architecture";"http://map.lefrenchdesign.org/sites/default/files/photos/DSC_7426.JPG, http://map.lefrenchdesign.org/sites/default/files/photos/FAA_ISABEL%20MARANT_PARIS_CREDIT%20PHOTO_MOBILIER_HD%20%28recadr%C3%A9e%20pour%20book%29.jpg"
"Franklin Azzi Architecture Isabel Marant Beirut2 Park Avenue Mina El Hosn Beirut Central District Beyrouth Lebanon";"FRANKLIN AZZI ARCHITECTURE";"Isabel Marant Beirut";"2 Park Avenue Mina El Hosn Beirut Central District Beyrouth Lebanon";"33.8981151, 35.4959305";;Retail;;;2011;"Located at the Palladium 2 on Park Avenue Mina El Hosn, Isabel Marant Beirut store is on two floors, a ground floor and a basement. The ground floor area – covered with a ceiling made of thin solid oak slats that filter light – has a large wall covered with grey mirrors, floor and walls made of glossy light grey waxed concrete, and specific furniture. A large cash desk and a bench welcome clients. A large platform dedicated to window display also allows exhibitions of artists’ sculptures and installations. The basement floor hosts a second retail space as well as large fitting rooms and a jewelry area. Fitting rooms are entirely covered of light felt, with low pieces of furniture. Each fitting room is embedded with a solid oak bench, a large bright mirror and matt black steel rack. Special attention was given to the design of specific furniture, especially the cash desk and the two benches. All furniture is in solid oak, while the cushions and seatings are in natural leather, with saddle stitch.";;;;;http://www.franklinazzi.fr/en/projects/isabel-marant-beirut-store;"©Franklin Azzi Design";http://map.lefrenchdesign.org/sites/default/files/photos/FAA_IM_BEYROUTH_r%C3%A9alisation%20%C2%A9DR_1.jpg
"Franklin Azzi Architecture Isabel Marant Dubaï Mall of Emirate, 2nd Floor Dubaï United Arab Emirates";"FRANKLIN AZZI ARCHITECTURE";"Isabel Marant Dubaï";"Mall of Emirate, 2nd Floor Dubaï United Arab Emirates";"25.128107, 55.200608";;Retail;;;;"The Isabel Marant boutiques created by the agency are part of a process of creation and permanent architectural research. Thus, each boutique is a unique piece rooted in the place and culture of the country in which it is located. The new Isabel Marant boutique in Dubai, located in the Mall of the Emirates - Fashion Dome - is a unique space. It is long and has two entrances and two windows facing each other. Based on these spatial characteristics, the interior design is conceived as a free plan, freeing the central space from any clutter. This clear structure gives the store a coherent whole and a fluidity of apprehension of the spaces. The impression that emerges is a composition of different perpendicular planes assembled in three dimensions: the floor, the ceiling, the walls and the furniture. Vertically, the mineral walls, slightly detached from the existing envelope, offer surfaces for the staging of clothing. Others, arranged freely in the space like an abstract sculpture, partition and delimit the spaces: windows, fitting rooms, point of sale, Isabel Marant and Etoile space. Made of travertine, they are implemented in the image of a wood marquetry, creating subtle geometric combinations with the different directions of veining of the stone. The choice of rich natural materials, such as travertine, wood, vegetable leather, and precious metals such as brass offer, in an ordered geometry, a minimal and luxurious setting to the new Isabel Marant store.";;;;;http://www.franklinazzi.fr/en/projects/isabel-marant-dubai-store;"©Isabel Marant";http://map.lefrenchdesign.org/sites/default/files/photos/FAA_IM_DUBAI_r%C3%A9alisation_%C2%A9DR_4.jpg
"Franklin Azzi ArchitectureIsabel Marant Being 11 Sanlitun road, NLG 23 B, Village North, Chaoyang district Pékin China";"FRANKLIN AZZI ARCHITECTURE";"Isabel Marant Bejing";"11 Sanlitun road, NLG 23 B, Village North, Chaoyang district Pékin China";"39.93973, 116.45545";;Retail;;;2011;;;;;;http://www.franklinazzi.fr/en/projects/isabel-marant-beijing-store;"©Isabel Marant";http://map.lefrenchdesign.org/sites/default/files/photos/FAA_IM_CHB_IMAGE%20%281%29.jpg
"Franklin Azzi Architecture Côte & Ciel - Concept Corners355 Bowery New York United States of America";"FRANKLIN AZZI ARCHITECTURE";"Côte & Ciel - Concept Corners";"355 Bowery New York United States of America";"40.7266592, -73.9913549";;Retail;;;2015;"The functional conception, the aesthetical approach and the choice of fabric of Côte & Ciel calls to an aware clientele, as well as to the sanctimonious people of the fashion world. From the streetwear bag to the Ipad pouch, all the fabric of Côte & Ciel are made from ecological textile thread, a fabric made possible with the help of an ecological dying technician. Created in 2008 and based in Paris, the brand Côte & Ciel has asked our agency to develop a concept for its future stores – an architectural chart. The first corner was implanted in New York, at 355A Bowery Street, near Lower East Side of Manhattan, one of the neighbourhoods harbouring many high class stores nowadays and always evolving.";;;;;http://www.franklinazzi.fr/en/projects/cote-ciel-concept-corners-646d8e3c-b6f5-48a6-9e0e-4059f2dcc9aa;"©Franklin Azzi Design";"http://map.lefrenchdesign.org/sites/default/files/photos/FAA_COTE%20%26%20CIEL_NEW%20YORK%20%C2%A9FAA_HD_IMG_8925_BD.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/FAA_COTE%20%26%20CIEL_NEW%20YORK_format%20horizontal_%C2%A9FAA_HD_IMG_9519_BD_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/FAA_COTE%20%26%20CIEL_NEW%20YORK%20%C2%A9FAA_HD_IMG_9088_BD_0.jpg"
